Time,X,Y,Z,Zrange,Gas1L,Gas1R
2620,-0.0058621671,0.0106344279,0.0406715870,11,19002,18812
2630,-0.0060845097,0.0108840661,0.0585966669,11,19002,18822
2640,-0.0058071753,0.0111493142,0.0674224868,11,19002,18822
2650,-0.0101378039,0.0137447752,0.0496431850,15,19002,18822
2660,-0.0109200301,0.0120988972,0.0763776377,15,19002,18822
2670,-0.0089948149,0.0130012622,0.0849659294,15,19002,18822
2680,-0.0138018234,0.0131021878,0.0965440646,15,19002,18822
2690,-0.0088168308,0.0125032878,0.0817473233,20,19002,18822
2700,-0.0041849036,0.0125138024,0.0709493235,20,19002,18822
2710,-0.0019119446,0.0112435129,0.0652808920,20,19002,18822
2720,-0.0010136749,0.0113672819,0.0669057146,20,19002,18822
2730,-0.0042344402,0.0135869803,0.0702464432,21,19002,18822
2740,-0.0018764592,0.0130591169,0.0721696466,21,19002,18822
2750,-0.0046912902,0.0126058031,0.0798397139,21,19002,18822
2760,-0.0033560439,0.0128660575,0.0829511657,21,19002,18822
2770,-0.0027685359,0.0121371308,0.0836220682,21,19002,18822
2780,-0.0058225123,0.0122231478,0.0624714643,15,19002,18822
2790,-0.0071288417,0.0130551457,0.0593780614,15,19002,18822
2800,-0.0067150793,0.0133443428,0.0629908293,15,19002,18822
2810,-0.0058232257,0.0133769494,0.0657388493,15,19002,18822
2820,-0.0043702428,0.0118024116,0.0489759147,17,19002,18822
2830,-0.0057209046,0.0129125072,0.0526072979,17,19002,18822
2840,-0.0041802665,0.0126623688,0.0523908176,17,19002,18822
2850,-0.0077907159,0.0145684248,0.0602791049,17,19002,18822
2860,-0.0051581659,0.0265893005,0.0436676331,17,19002,18822
2870,-0.0059727086,0.0293274075,0.0404014774,19,19002,18822
2880,-0.0028799567,0.0354281589,-0.0108331684,19,19009,18822
2890,-0.0034351640,0.0399601571,0.0071076602,19,19009,18822
2900,-0.0021840823,0.0441316813,-0.0097983638,19,19009,18822
2910,-0.0006294626,0.0492203943,0.0047098952,24,19009,18822
2920,-0.0004723294,0.0531216301,0.0132073434,24,19009,18822
2930,-0.0018353816,0.0581258982,0.0093169929,24,19009,18822
2940,-0.0005049839,0.0605952181,0.0272023790,24,19009,18822
2950,-0.0012582917,0.0555891842,0.0202027950,0,19009,18822
2960,-0.0034171552,0.0497470386,0.0057676644,0,19009,18822
2970,-0.0031268899,0.0450896919,-0.0058539915,0,19009,18822
2980,-0.0049795713,0.0422309786,-0.0133603988,0,19009,18822
2990,-0.0032901219,0.0477280915,0.0067796204,0,19009,18822
3000,-0.0022803114,0.0536898822,0.0154926553,0,19009,18822
3010,-0.0091073848,0.0556093790,0.0180102754,0,19009,18822
3020,-0.0094057601,0.0493178405,0.0376750268,0,19009,18822
3030,-0.0090018148,0.0500412732,0.0485436656,0,19009,18822
3040,-0.0080642821,0.0521630645,0.0451154672,6,19009,18822
3050,-0.0084879547,0.0540233739,0.0469955467,6,19009,18822
3060,-0.0091062188,0.0577155836,0.0437061302,6,19009,18822
3070,-0.0089671900,0.0560531989,0.0561843961,6,19009,18822
3080,-0.0172646157,0.0536573455,0.0683796406,21,19009,18822
3090,-0.0166763533,0.0514386557,0.0670379028,21,19009,18822
3100,-0.0160770155,0.0504534245,0.0756648406,21,19009,18822
3110,-0.0158871803,0.0520465448,0.0857480913,21,19009,18822
3120,-0.0151065607,0.0471680090,0.0906527340,21,19009,18822
3130,-0.0174453054,0.0511776023,0.0996326357,39,19009,18833
3140,-0.0101832449,0.0592370965,0.0939448625,39,19009,18833
3150,-0.0099694869,0.0581893288,0.1129049659,39,19009,18833
3160,-0.0088012312,0.0558840632,0.1266810000,39,19009,18833
3170,-0.0068171374,0.0562381707,0.1068756431,48,19009,18833
3180,-0.0043298486,0.0544645600,0.1064925194,48,19009,18833
3190,-0.0042609237,0.0535487644,0.1120916530,48,19009,18833
3200,-0.0014665062,0.0516089797,0.1100420952,48,19009,18833
3210,-0.0004397286,0.0512304194,0.1145552844,55,19009,18833
3220,0.0009915435,0.0491051637,0.0928017348,55,19009,18833
3230,0.0019536396,0.0490097739,0.0979897529,55,19009,18833
3240,0.0041280771,0.0471307673,0.0958539620,55,19009,18833
3250,0.0064461809,0.0470220707,0.0980047733,55,19009,18833
3260,0.0075493031,0.0475607254,0.0819914341,53,19009,18833
3270,0.0082827173,0.0475371331,0.0830379426,53,19009,18833
3280,0.0109799923,0.0450663380,0.0825786069,53,19009,18833
3290,0.0121029001,0.0453771390,0.0854487866,53,19009,18833
3300,0.0127860550,0.0452254862,0.0723049194,52,19009,18833
3310,0.0134939114,0.0451484434,0.0708881170,52,19009,18833
3320,0.0155990897,0.0440931767,0.0696508735,52,19009,18833
3330,0.0163983013,0.0438276418,0.0686443970,52,19009,18833
3340,0.0168478303,0.0438592136,0.0669556484,54,19009,18833
3350,0.0188613050,0.0425950512,0.0621255226,54,19009,18833
3360,0.0196339767,0.0414732620,0.0605376437,54,19009,18833
3370,0.0206446592,0.0418075547,0.0605940297,54,19009,18833
3380,0.0222516339,0.0416723602,0.0591515899,54,19009,18833
3390,0.0229256861,0.0408783369,0.0554766767,52,19027,18833
3400,0.0232999623,0.0411354601,0.0549060777,52,19027,18833
3410,0.0241625085,0.0410800762,0.0538944341,52,19027,18833
3420,0.0243656952,0.0413426496,0.0528141297,52,19027,18833
3430,0.0254213158,0.0414012969,0.0541225970,57,19027,18833
3440,0.0258118492,0.0414649844,0.0537813716,57,19027,18833
3450,0.0262198895,0.0404982269,0.0545310788,57,19027,18833
3460,0.0264821220,0.0423512384,0.0556208938,57,19027,18833
3470,0.0262337998,0.0420988090,0.0571389347,57,19027,18833
3480,0.0269638877,0.0421228595,0.0603873394,62,19027,18833
3490,0.0258914661,0.0418616384,0.0612074621,62,19027,18833
3500,0.0230755713,0.0419740006,0.0573503785,62,19027,18833
3510,0.0226264689,0.0425260141,0.0604758263,62,19027,18833
3520,0.0228840243,0.0429358482,0.0660997257,65,19027,18833
3530,0.0212795883,0.0435113460,0.0664900243,65,19027,18833
3540,0.0207133982,0.0440422557,0.0687360838,65,19027,18833
3550,0.0210197233,0.0441779606,0.0729193091,65,19027,18833
3560,0.0204825029,0.0444001667,0.0757775605,77,19027,18833
3570,0.0185664743,0.0442268066,0.0781602859,77,19027,18833
3580,0.0184206218,0.0444533303,0.0818148479,77,19027,18833
3590,0.0188792646,0.0444263965,0.0846024454,77,19027,18833
3600,0.0189055838,0.0440429151,0.0861815885,77,19027,18833
3610,0.0165021811,0.0468237549,0.0930244625,88,19027,18833
3620,0.0160364695,0.0477700867,0.0954150781,88,19027,18833
3630,0.0157967042,0.0480111875,0.0999036878,88,19027,18851
3640,0.0155363651,0.0478898175,0.1036468446,88,19027,18851
3650,0.0145186940,0.0481424965,0.1056357026,101,19027,18851
3660,0.0129127465,0.0501221716,0.1081020460,101,19027,18851
3670,0.0125984875,0.0504735969,0.1128675863,101,19027,18851
3680,0.0119017381,0.0509507209,0.1159303039,101,19027,18851
3690,0.0121475505,0.0508507639,0.1197194755,114,19027,18851
3700,0.0113799116,0.0531128012,0.1209822446,114,19027,18851
3710,0.0117518408,0.0540117770,0.1238203198,114,19027,18851
3720,0.0113431467,0.0543595813,0.1271726340,114,19027,18851
3730,0.0108719422,0.0540407188,0.1305322647,114,19027,18851
3740,0.0105325757,0.0552360043,0.1357154548,136,19027,18851
3750,0.0106338607,0.0548313111,0.1386239380,136,19027,18851
3760,0.0105941407,0.0562839508,0.1419104636,136,19027,18851
3770,0.0101206359,0.0574003048,0.1448770016,136,19027,18851
3780,0.0104219681,0.0572836027,0.1458699703,143,19027,18851
3790,0.0101422993,0.0568764471,0.1486236006,143,19027,18851
3800,0.0110094054,0.0590600818,0.1517419219,143,19027,18851
3810,0.0075749666,0.0591803305,0.1558350474,143,19027,18851
3820,0.0076669552,0.0606417842,0.1588544250,143,19027,18851
3830,0.0074254875,0.0617168695,0.1627446711,162,19027,18851
3840,0.0075501185,0.0618156828,0.1656710505,162,19027,18851
3850,0.0083118686,0.0617405213,0.1684809178,162,19027,18851
3860,0.0091050994,0.0625722110,0.1709610373,162,19027,18851
3870,0.0092983348,0.0656332597,0.1678732932,160,19027,18851
3880,0.0102407951,0.0661108792,0.1699652821,160,19039,18851
3890,0.0109535847,0.0655783713,0.1722531021,160,19039,18851
3900,0.0103197116,0.0650008172,0.1746694744,160,19039,18851
3910,0.0103877652,0.0681112856,0.1771912128,173,19039,18851
3920,0.0103909001,0.0697577149,0.1771630496,173,19039,18851
3930,0.0109674660,0.0714675188,0.1786403060,173,19039,18851
3940,0.0112673892,0.0710304007,0.1809206903,173,19039,18851
3950,0.0117256641,0.0710003600,0.1827371418,173,19039,18851
3960,0.0113005284,0.0709085464,0.1845190674,183,19039,18851
3970,0.0131556457,0.0747744814,0.1864770949,183,19039,18851
3980,0.0130013404,0.0753356516,0.1882990450,183,19039,18851
3990,0.0140306642,0.0765823573,0.1897281259,183,19039,18851
4000,0.0138831399,0.0766407549,0.1905300468,189,19039,18851
4010,0.0147800380,0.0762482435,0.1920944750,189,19039,18851
4020,0.0148549052,0.0769296736,0.1936327517,189,19039,18851
4030,0.0147907818,0.0776720420,0.1951468736,189,19039,18851
4040,0.0141092809,0.0784416795,0.1966326237,189,19039,18851
4050,0.0158484709,0.0806552172,0.1974182129,195,19039,18851
4060,0.0154213253,0.0811132938,0.1988877505,195,19039,18851
4070,0.0157096274,0.0828345194,0.2001236677,195,19039,18851
4080,0.0161676873,0.0826966017,0.2016595751,195,19039,18851
4090,0.0161056388,0.0830567405,0.2031045556,202,19039,18851
4100,0.0167954750,0.0827381611,0.2044679672,202,19039,18851
4110,0.0168815535,0.0823060423,0.2057547122,202,19039,18851
4120,0.0168488920,0.0836550668,0.2071884871,202,19039,18851
4130,0.0169385690,0.0838752389,0.2102422118,213,19039,18845
4140,0.0175172780,0.0862041712,0.2116628587,213,19039,18845
4150,0.0176857617,0.0844164267,0.2132438570,213,19039,18845
4160,0.0177027211,0.0852509737,0.2146399319,213,19039,18845
4170,0.0177489892,0.0861673877,0.2159890980,213,19039,18845
4180,0.0178317223,0.0865022093,0.2189069092,220,19039,18845
4190,0.0178421177,0.0874890313,0.2202637047,220,19039,18845
4200,0.0178677142,0.0871550068,0.2216752619,220,19039,18845
4210,0.0177367982,0.0893374979,0.2229721248,220,19039,18845
4220,0.0176982339,0.0895661339,0.2229424566,221,19039,18845
4230,0.0183870941,0.0896922648,0.2242024094,221,19039,18845
4240,0.0185681507,0.0896416083,0.2254509330,221,19039,18845
4250,0.0187730473,0.0900951400,0.2266400605,221,19039,18845
4260,0.0183608513,0.0897726566,0.2278582305,232,19039,18845
4270,0.0178602021,0.0914667472,0.2307026237,232,19039,18845
4280,0.0180178992,0.0912724957,0.2319458574,232,19039,18845
