Time,X,Y,Z,Zrange,Gas1L,Gas1R
3430,0.0291736852,0.1061397493,0.1056105867,102,17267,18045
3441,0.0277602468,0.1066562012,0.1029154658,95,17267,18045
3450,0.0275913477,0.1064260826,0.1024407297,95,17267,18045
3460,0.0269736145,0.1066451594,0.1018274650,95,17267,18045
3470,0.0284175333,0.1065270677,0.1034551784,95,17267,18045
3480,0.0284545645,0.1063723639,0.1033375785,95,17267,18045
3490,0.0285368953,0.1058140695,0.1004779935,97,17267,18045
3500,0.0283023156,0.1052429676,0.1003044099,97,17267,18045
3510,0.0281251594,0.1053580493,0.1002745032,97,17267,18045
3520,0.0281971935,0.1051759496,0.1001114920,97,17267,18045
3530,0.0290034916,0.1038974524,0.0974076241,94,17267,18027
3540,0.0272163600,0.1054954380,0.1001601815,94,17267,18027
3550,0.0276298877,0.1051778272,0.1014588624,94,17267,18027
3560,0.0277500097,0.1046892181,0.1016205326,94,17267,18027
3570,0.0276845787,0.1045580655,0.0998083949,96,17267,18027
3580,0.0272186734,0.1044213325,0.0996154994,96,17267,18027
3590,0.0273798108,0.1044215113,0.0996640399,96,17267,18027
3600,0.0267818943,0.1042252705,0.0994892120,96,17267,18027
3610,0.0272924323,0.1043113247,0.0997216627,96,17267,18027
3620,0.0272942036,0.1041106880,0.0982539952,97,17267,18027
3630,0.0262577329,0.1041671187,0.0983042270,97,17267,18027
3640,0.0258679260,0.1038377061,0.0979029313,97,17267,18027
3650,0.0260640085,0.1034971327,0.0979729146,97,17267,18027
3660,0.0260920022,0.1034455523,0.0978316665,92,17267,18027
3670,0.0239276849,0.1039199382,0.0953294709,92,17267,18027
3680,0.0250613634,0.1032774746,0.0981176645,92,17267,18027
3690,0.0246343873,0.1039983556,0.0984211490,92,17267,18027
3700,0.0254359115,0.1032637656,0.0989247262,92,17267,18027
3710,0.0245960001,0.1045209765,0.0990920290,97,17267,18027
3720,0.0251415782,0.1040141881,0.1000627652,97,17267,18027
3730,0.0237526558,0.1060096994,0.1008609682,97,17267,18027
3740,0.0250966102,0.1051747873,0.1063256934,97,17267,18027
3750,0.0249768905,0.1050167680,0.1025052071,96,17267,18027
3760,0.0246234387,0.1052269042,0.1027720273,96,17267,18027
3770,0.0240004715,0.1062456742,0.1029153913,96,17267,18027
3780,0.0247716252,0.1056403667,0.1045309305,96,17196,18027
3790,0.0244145114,0.1065698490,0.1054211110,99,17196,18027
3800,0.0250196699,0.1050776318,0.1034568548,99,17196,18027
3810,0.0243169926,0.1065837517,0.1061931923,99,17196,18027
3820,0.0248694569,0.1058642864,0.1070522144,99,17196,18027
3830,0.0252936427,0.1057276130,0.1071876660,99,17196,18027
3840,0.0251984634,0.1055409461,0.1028152555,96,17196,18027
3850,0.0249796677,0.1058769301,0.1030559316,96,17196,18027
3860,0.0249694157,0.1059218347,0.1030125245,96,17196,18027
3870,0.0251802877,0.1057062894,0.1029611379,96,17196,18027
3880,0.0248794723,0.1055301502,0.1000626460,96,17196,18027
3890,0.0252979863,0.1044646427,0.0996981189,96,17196,18027
3900,0.0252145994,0.1046331152,0.1002965719,96,17196,18027
3910,0.0251460858,0.1047817990,0.1003402546,96,17196,18027
3920,0.0251640528,0.1049054191,0.1001543403,96,17196,18027
3930,0.0251272414,0.1045967266,0.0969186649,93,17196,18027
3940,0.0250582024,0.1046370491,0.0965887830,93,17196,18027
3950,0.0249648988,0.1046348512,0.0962627679,93,17196,18027
3960,0.0248084683,0.1045826748,0.0959626213,93,17196,18027
3970,0.0247964803,0.1045869514,0.0947622284,94,17196,18027
3980,0.0247260034,0.1046008691,0.0944037810,94,17196,18027
3990,0.0245719515,0.1045826450,0.0940604731,94,17196,18027
4000,0.0245264322,0.1043016836,0.0937973112,94,17196,18027
4010,0.0245147590,0.1043305248,0.0934977308,96,17196,18027
4020,0.0251323748,0.1031512618,0.0942320973,96,17196,18027
4030,0.0246128533,0.1044345945,0.0970302522,96,17196,17999
4040,0.0246530101,0.1044093966,0.0970849544,96,17196,17999
4050,0.0246811882,0.1043854505,0.0970330387,96,17196,17999
4060,0.0246348865,0.1043956727,0.0980995223,100,17196,17999
4070,0.0244627297,0.1043105796,0.0979962349,100,17196,17999
4080,0.0249517635,0.1036742926,0.0980890393,100,17196,17999
4090,0.0254932176,0.1024526060,0.0965376496,100,17196,17999
4100,0.0253819730,0.1025142446,0.0976423398,97,17196,17999
4110,0.0258632451,0.1016381904,0.0970043093,97,17196,17999
4120,0.0257741958,0.1017047986,0.0979683399,97,17196,17999
4130,0.0260309968,0.1016221419,0.0980390832,97,17196,17999
4140,0.0259410273,0.1016062126,0.0981013253,94,17196,17999
4150,0.0256047212,0.1013443992,0.0962814987,94,17196,17999
4160,0.0255776532,0.1012229174,0.0961085260,94,17196,17999
4170,0.0255318247,0.1011800393,0.0959169120,94,17196,17999
4180,0.0256492142,0.1013088152,0.0956746787,94,17196,17999
4190,0.0257424656,0.1013955921,0.0951297879,95,17196,17999
4200,0.0256392173,0.1013151929,0.0950656235,95,17196,17999
4210,0.0258669239,0.1016641036,0.0948363021,95,17196,17999
4220,0.0258712023,0.1016186103,0.0948517621,95,17196,17999
4230,0.0260367692,0.1016805768,0.0947114080,95,17196,17999
4240,0.0257928018,0.1015399918,0.0946180224,95,17196,17999
4250,0.0261260495,0.1013797596,0.0946791619,95,17196,17999
4260,0.0259732250,0.1012641415,0.0945119783,95,17196,17999
4270,0.0266930405,0.1019537374,0.0952671394,91,17196,17999
4280,0.0268686898,0.1011274159,0.0940709338,91,17190,17999
4290,0.0265529454,0.1020045057,0.0949012563,91,17190,17999
4300,0.0266288314,0.1020725965,0.0948680341,91,17190,17999
4310,0.0269017871,0.1022488028,0.0947811678,91,17190,17999
4320,0.0273633990,0.1022173911,0.0938181281,93,17190,17999
4330,0.0273082945,0.1019468755,0.0937963575,93,17190,17999
4340,0.0271183327,0.1021843702,0.0937963650,93,17190,17999
4350,0.0269151833,0.1014348865,0.0933975726,93,17190,17999
